property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
has a wet nose,a rabbit,'',Does a rabbit have a wet nose?,Yes,random,-3.160654306411743,-2.7886533737182617,-8.30986499786377,-6.029493808746338,5.149210691452026,3.240840435028076,Yes,True
has a wet nose,a buttercup,'',Does a buttercup have a wet nose?,No,random,-3.708685874938965,-2.586143970489502,-8.30986499786377,-6.029493808746338,4.601179122924805,3.443349838256836,Yes,False
has a wheel,a flounder,'',Does a flounder have a wheel?,No,random,-4.014710903167725,-3.020202159881592,-8.30986499786377,-6.029493808746338,4.295154094696045,3.009291648864746,Yes,False
has a wide end,a boat,'',Does a boat have a wide end?,No,random,-3.7529196739196777,-4.271792888641357,-8.30986499786377,-6.029493808746338,4.556945323944092,1.7577009201049805,Yes,False
has a woolen coat,a sheep,'',Does a sheep have a woolen coat?,Yes,random,-2.9849300384521484,-2.490832567214966,-8.30986499786377,-6.029493808746338,5.324934959411621,3.538661241531372,Yes,True
has a woolen coat,a rose,'',Does a rose have a woolen coat?,No,random,-4.2041401863098145,-2.5715134143829346,-8.30986499786377,-6.029493808746338,4.105724811553955,3.4579803943634033,Yes,False
has a yellow and orange beak,a seagull,'',Does a seagull have a yellow and orange beak?,Yes,random,-3.1089658737182617,-2.7413854598999023,-8.30986499786377,-6.029493808746338,5.200899124145508,3.2881083488464355,Yes,True
has a yellow and orange beak,a chipmunk,'',Does a chipmunk have a yellow and orange beak?,No,random,-3.4111998081207275,-2.9193501472473145,-8.30986499786377,-6.029493808746338,4.898665189743042,3.1101436614990234,Yes,False
has a yellow center,a daisy,'',Does a daisy have a yellow center?,Yes,random,-3.1262402534484863,-2.757899522781372,-8.30986499786377,-6.029493808746338,5.183624744415283,3.271594285964966,Yes,True
has a yellow center,a sandwich,'',Does a sandwich have a yellow center?,No,random,-3.615244150161743,-3.2440714836120605,-8.30986499786377,-6.029493808746338,4.694620847702026,2.7854223251342773,Yes,False
has a zip,a clamp,'',Does a clamp have a zip?,No,random,-4.108965873718262,-3.255716323852539,-8.30986499786377,-6.029493808746338,4.200899124145508,2.773777484893799,Yes,False
has an anchor,kiwi,'',Does kiwi have an anchor?,No,random,-4.19883394241333,-4.451153755187988,-8.30986499786377,-6.029493808746338,4.1110310554504395,1.5783400535583496,Yes,False
has an arm,a hyacinth,'',Does a hyacinth have an arm?,No,random,-3.8527634143829346,-3.105830669403076,-8.30986499786377,-6.029493808746338,4.457101583480835,2.9236631393432617,Yes,False
has an eardrum,a spear,'',Does a spear have an eardrum?,No,random,-4.527535915374756,-3.0138959884643555,-8.30986499786377,-6.029493808746338,3.7823290824890137,3.0155978202819824,Yes,False
has an elastic string,a bow,'',Does a bow have an elastic string?,Yes,random,-3.8989858627319336,-3.784558057785034,-8.30986499786377,-6.029493808746338,4.410879135131836,2.2449357509613037,Yes,True
has an electric hook up,a caravan,'',Does a caravan have an electric hook up?,Yes,random,-3.7323248386383057,-4.546110153198242,-8.30986499786377,-6.029493808746338,4.577540159225464,1.4833836555480957,Yes,True
has an electric hook up,a wolf,'',Does a wolf have an electric hook up?,No,random,-5.302046775817871,-4.188999652862549,-8.30986499786377,-6.029493808746338,3.0078182220458984,1.840494155883789,Yes,False
has an extravagant tail,a peacock,'',Does a peacock have an extravagant tail?,Yes,random,-2.660654306411743,-2.789149522781372,-8.30986499786377,-6.029493808746338,5.649210691452026,3.240344285964966,Yes,True
has an ink ribbon,a typewriter,'',Does a typewriter have an ink ribbon?,Yes,random,-4.327210903167725,-3.5848634243011475,-8.30986499786377,-6.029493808746338,3.982654094696045,2.4446303844451904,Yes,True
has an opening,a kangaroo,'',Does a kangaroo have an opening?,No,random,-3.3857080936431885,-3.3902158737182617,-8.30986499786377,-6.029493808746338,4.924156904220581,2.639277935028076,Yes,False
has an overflow channel,a sink,'',Does a sink have an overflow channel?,Yes,random,-3.348278522491455,-4.629126071929932,-8.30986499786377,-6.029493808746338,4.9615864753723145,1.4003677368164062,Yes,True
has an uneven surface,a walrus,'',Does a walrus have an uneven surface?,No,random,-3.705845832824707,-3.7073535919189453,-8.30986499786377,-6.029493808746338,4.6040191650390625,2.3221402168273926,Yes,False
has ancient origins,an armchair,'',Does an armchair have ancient origins?,No,random,-2.7547476291656494,-4.271185874938965,-8.30986499786377,-6.029493808746338,5.55511736869812,1.758307933807373,Yes,False
has antioxidants,a skirt,'',Does a skirt have antioxidants?,No,random,-3.1297476291656494,-3.632899522781372,-8.30986499786377,-6.029493808746338,5.18011736869812,2.396594285964966,Yes,False
has antlers,a bat,'',Does a bat have antlers?,No,random,-3.86249041557312,-3.1163854598999023,-8.30986499786377,-6.029493808746338,4.447374582290649,2.9131083488464355,Yes,False
has arm holes,a unicycle,'',Does a unicycle have arm holes?,No,random,-5.211958408355713,-4.470249652862549,-8.30986499786377,-6.029493808746338,3.0979065895080566,1.559244155883789,Yes,False
has armor,a tank,'',Does a tank have armor?,Yes,random,-3.0913543701171875,-3.6044580936431885,-8.30986499786377,-6.029493808746338,5.218510627746582,2.4250357151031494,Yes,True
has atria,a heart,'',Does a heart have atria?,Yes,random,-4.263912677764893,-4.539254665374756,-8.30986499786377,-6.029493808746338,4.045952320098877,1.490239143371582,Yes,True
has attachment points,a bayonet,'',Does a bayonet have attachment points?,Yes,random,-3.874023199081421,-4.286199569702148,-8.30986499786377,-6.029493808746338,4.435841798782349,1.7432942390441895,Yes,True
has babies that are called calves,a walrus,'',Does a walrus have babies that are called calves?,No,random,-4.126499652862549,-3.1402158737182617,-8.30986499786377,-6.029493808746338,4.183365345001221,2.889277935028076,Yes,False
has babies that are called cubs,cauliflower,'',Does cauliflower have babies that are called cubs?,No,random,-4.803885459899902,-3.5572662353515625,-8.30986499786377,-6.029493808746338,3.505979537963867,2.4722275733947754,Yes,False
has barbs,a tambourine,'',Does a tambourine have barbs?,No,random,-4.674990653991699,-4.178885459899902,-8.30986499786377,-6.029493808746338,3.6348743438720703,1.8506083488464355,Yes,False
has bars,a sock,'',Does a sock have bars?,No,random,-4.461822032928467,-3.5895423889160156,-8.30986499786377,-6.029493808746338,3.8480429649353027,2.4399514198303223,Yes,False
has beds,a porcupine,'',Does a porcupine have beds?,No,random,-4.020540237426758,-3.66438627243042,-8.30986499786377,-6.029493808746338,4.289324760437012,2.365107536315918,Yes,False
has bells,a canary,'',Does a canary have bells?,No,random,-3.928332567214966,-3.057879686355591,-8.30986499786377,-6.029493808746338,4.381532430648804,2.971614122390747,Yes,False
has beneficial properties,a boomerang,'',Does a boomerang have beneficial properties?,No,random,-2.559691905975342,-4.296465873718262,-8.30986499786377,-6.029493808746338,5.750173091888428,1.7330279350280762,Yes,False
has bent legs,an oyster,'',Does an oyster have bent legs?,No,random,-3.677744150161743,-2.5565714836120605,-8.30986499786377,-6.029493808746338,4.632120847702026,3.4729223251342773,Yes,False
has big claws,a crab,'',Does a crab have big claws?,Yes,random,-3.1203982830047607,-3.5016796588897705,-8.30986499786377,-6.029493808746338,5.189466714859009,2.5278141498565674,Yes,True
has big ears,a sparrow,'',Does a sparrow have big ears?,No,random,-3.7983365058898926,-2.5538854598999023,-8.30986499786377,-6.029493808746338,4.511528491973877,3.4756083488464355,Yes,False
has big eyes,a frog,'',Does a frog have big eyes?,Yes,random,-2.8857080936431885,-2.76874041557312,-8.30986499786377,-6.029493808746338,5.424156904220581,3.2607533931732178,Yes,True
has big feet,an elephant,'',Does an elephant have big feet?,Yes,random,-2.3454296588897705,-2.8497695922851562,-8.30986499786377,-6.029493808746338,5.964435338973999,3.1797242164611816,Yes,True
has big front teeth,a beaver,'',Does a beaver have big front teeth?,Yes,random,-3.1693501472473145,-3.29999041557312,-8.30986499786377,-6.029493808746338,5.140514850616455,2.7295033931732178,Yes,True
has big front teeth,a barge,'',Does a barge have big front teeth?,No,random,-4.022899627685547,-3.525503158569336,-8.30986499786377,-6.029493808746338,4.286965370178223,2.503990650177002,Yes,False
has big hind legs,a skunk,'',Does a skunk have big hind legs?,No,random,-3.6332459449768066,-4.251499652862549,-8.30986499786377,-6.029493808746338,4.676619052886963,1.777994155883789,Yes,False
has big petals,a tulip,'',Does a tulip have big petals?,Yes,random,-3.383004665374756,-3.5152158737182617,-8.30986499786377,-6.029493808746338,4.926860332489014,2.514277935028076,Yes,True
has bitter skin,plum,'',Does plum have bitter skin?,Yes,random,-3.735839366912842,-4.6538543701171875,-8.30986499786377,-6.029493808746338,4.574025630950928,1.3756394386291504,Yes,True
has black and yellow stripes,a bee,'',Does a bee have black and yellow stripes?,Yes,random,-3.20624041557312,-2.5851354598999023,-8.30986499786377,-6.029493808746338,5.103624582290649,3.4443583488464355,Yes,True
has black fur,a submarine,'',Does a submarine have black fur?,No,random,-3.97688627243042,-3.354222059249878,-8.30986499786377,-6.029493808746338,4.33297872543335,2.67527174949646,Yes,False
has black stripes,a monkey,'',Does a monkey have black stripes?,No,random,-3.1963043212890625,-2.698432207107544,-8.30986499786377,-6.029493808746338,5.113560676574707,3.331061601638794,Yes,False
has blubber,tights,'',Does tights have blubber?,No,random,-4.868284702301025,-3.8853089809417725,-8.30986499786377,-6.029493808746338,3.441580295562744,2.1441848278045654,Yes,False
has blue lights,sugar,'',Does sugar have blue lights?,No,random,-4.001499652862549,-3.7607080936431885,-8.30986499786377,-6.029493808746338,4.308365345001221,2.2687857151031494,Yes,False
has bones,a llama,'',Does a llama have bones?,Yes,random,-3.3174498081207275,-3.4545865058898926,-8.30986499786377,-6.029493808746338,4.992415189743042,2.5749073028564453,Yes,True
has bones,a blouse,'',Does a blouse have bones?,No,random,-3.4858365058898926,-3.615244150161743,-8.30986499786377,-6.029493808746338,4.824028491973877,2.4142496585845947,Yes,False
has brakes,a taxi,'',Does a taxi have brakes?,Yes,random,-3.434691905975342,-3.816904306411743,-8.30986499786377,-6.029493808746338,4.875173091888428,2.2125895023345947,Yes,True
has branches,a eucalyptus tree,'',Does a eucalyptus tree have branches?,Yes,random,-3.436523199081421,-4.598699569702148,-8.30986499786377,-6.029493808746338,4.873341798782349,1.4307942390441895,Yes,True
has bright feathers,an ambulance,'',Does an ambulance have bright feathers?,No,random,-3.4639835357666016,-2.965035915374756,-8.30986499786377,-6.029493808746338,4.845881462097168,3.064457893371582,Yes,False
has brown spots,a leopard,'',Does a leopard have brown spots?,No,random,-3.3449902534484863,-2.848154306411743,-8.30986499786377,-6.029493808746338,4.964874744415283,3.1813395023345947,Yes,False
has buckles,a satchel,'',Does a satchel have buckles?,Yes,random,-4.036199569702148,-4.173336505889893,-8.30986499786377,-6.029493808746338,4.273665428161621,1.8561573028564453,Yes,True
has buds,a flute,'',Does a flute have buds?,No,random,-3.872753858566284,-3.879404306411743,-8.30986499786377,-6.029493808746338,4.437111139297485,2.1500895023345947,Yes,False
has capillaries,a bowl,'',Does a bowl have capillaries?,No,random,-4.024458408355713,-3.9193501472473145,-8.30986499786377,-6.029493808746338,4.285406589508057,2.1101436614990234,Yes,False
has casing,a bullet,'',Does a bullet have casing?,Yes,random,-4.414254665374756,-3.9214658737182617,-8.30986499786377,-6.029493808746338,3.8956103324890137,2.108027935028076,Yes,True
has chains,a boat,'',Does a boat have chains?,No,random,-3.6381001472473145,-4.021792888641357,-8.30986499786377,-6.029493808746338,4.671764850616455,2.0077009201049805,Yes,False
has chambers,a heart,'',Does a heart have chambers?,Yes,random,-3.093090295791626,-3.72688627243042,-8.30986499786377,-6.029493808746338,5.2167747020721436,2.302607536315918,Yes,True
has chambers,a sock,'',Does a sock have chambers?,No,random,-3.54999041557312,-3.6788854598999023,-8.30986499786377,-6.029493808746338,4.759874582290649,2.3506083488464355,Yes,False
has channels,a radio,'',Does a radio have channels?,Yes,random,-3.570504665374756,-3.9541401863098145,-8.30986499786377,-6.029493808746338,4.739360332489014,2.0753536224365234,Yes,True
has claws,a taxi,'',Does a taxi have claws?,No,random,-3.990244150161743,-3.1197662353515625,-8.30986499786377,-6.029493808746338,4.319620847702026,2.9097275733947754,Yes,False
has clothes,a donkey,'',Does a donkey have clothes?,No,random,-3.4652605056762695,-2.841031312942505,-8.30986499786377,-6.029493808746338,4.8446044921875,3.188462495803833,Yes,False
has compartments,a refrigerator,'',Does a refrigerator have compartments?,Yes,random,-3.559164524078369,-4.445117950439453,-8.30986499786377,-6.029493808746338,4.7507004737854,1.5843758583068848,Yes,True
has compartments,a partridge,'',Does a partridge have compartments?,No,random,-4.1197662353515625,-3.6218223571777344,-8.30986499786377,-6.029493808746338,4.190098762512207,2.4076714515686035,Yes,False
has cream,bacon,'',Does bacon have cream?,No,random,-3.747191905975342,-3.9818501472473145,-8.30986499786377,-6.029493808746338,4.562673091888428,2.0476436614990234,Yes,False
has curved legs,rice,'',Does rice have curved legs?,No,random,-3.682262897491455,-3.5654196739196777,-8.30986499786377,-6.029493808746338,4.6276021003723145,2.46407413482666,Yes,False
has cushions,a microwave,'',Does a microwave have cushions?,No,random,-4.220249652862549,-3.976754665374756,-8.30986499786377,-6.029493808746338,4.089615345001221,2.052739143371582,Yes,False
has depth,a bowl,'',Does a bowl have depth?,Yes,random,-3.211822271347046,-4.340035915374756,-8.30986499786377,-6.029493808746338,5.098042726516724,1.689457893371582,Yes,True
has dials,a violin,'',Does a violin have dials?,No,random,-4.1350626945495605,-3.3920865058898926,-8.30986499786377,-6.029493808746338,4.174802303314209,2.6374073028564453,Yes,False
has dog food,a dog,'',Does a dog have dog food?,Yes,random,-3.768345832824707,-3.3973634243011475,-8.30986499786377,-6.029493808746338,4.5415191650390625,2.6321303844451904,Yes,True
has doors,a houseboat,'',Does a houseboat have doors?,Yes,random,-4.012529373168945,-4.269853591918945,-8.30986499786377,-6.029493808746338,4.297335624694824,1.7596402168273926,Yes,True
has dots,a dice,'',Does a dice have dots?,Yes,random,-3.764190435409546,-3.6448535919189453,-8.30986499786377,-6.029493808746338,4.545674562454224,2.3846402168273926,Yes,True
has dots,a cupboard,'',Does a cupboard have dots?,No,random,-4.023403167724609,-3.7603089809417725,-8.30986499786377,-6.029493808746338,4.28646183013916,2.2691848278045654,Yes,False
has drawers,mushroom,'',Does mushroom have drawers?,No,random,-4.3079729080200195,-4.188999652862549,-8.30986499786377,-6.029493808746338,4.00189208984375,1.840494155883789,Yes,False
has edible seeds,cucumber,'',Does cucumber have edible seeds?,Yes,random,-2.780273199081421,-4.934054374694824,-8.30986499786377,-6.029493808746338,5.529591798782349,1.0954394340515137,Yes,True
has eight eyes,a spider,'',Does a spider have eight eyes?,Yes,random,-3.5997695922851562,-2.6027634143829346,-8.30986499786377,-6.029493808746338,4.710095405578613,3.4267303943634033,Yes,True
has eight legs,an octopus,'',Does an octopus have eight legs?,Yes,random,-3.5198535919189453,-2.6476354598999023,-8.30986499786377,-6.029493808746338,4.790011405944824,3.3818583488464355,Yes,True
has eight tentacles,an octopus,'',Does an octopus have eight tentacles?,Yes,random,-3.677744150161743,-2.4315714836120605,-8.30986499786377,-6.029493808746338,4.632120847702026,3.5979223251342773,Yes,True
