property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
is a primate,a marble,'',Is a marble a primate?,No,random,-5.6822662353515625,-1.4523574113845825,No,True
is a public transportation,ice cream,'',Is ice cream a public transportation?,No,random,-5.902296543121338,-2.155517578125,No,True
is a receptacle for water,a llama,'',Is a llama a receptacle for water?,No,random,-4.497524261474609,-2.4837582111358643,No,True
is a rooster,a cockerel,'',Is a cockerel a rooster?,Yes,random,-3.3869683742523193,-3.9988298416137695,Yes,True
is a root vegetable,a mitten,'',Is a mitten a root vegetable?,No,random,-5.429893970489502,-3.6854472160339355,No,True
is a salad vegetable,lettuce,'',Is lettuce a salad vegetable?,Yes,random,-3.5441136360168457,-3.9212582111358643,Yes,True
is a saw,lime,'',Is lime a saw?,No,random,-4.903995513916016,-1.8980485200881958,No,True
is a seed,a nut,'',Is a nut a seed?,Yes,random,-3.248297929763794,-3.8742902278900146,Yes,True
is a seed,a caterpillar,'',Is a caterpillar a seed?,No,random,-6.153995513916016,-1.0230485200881958,No,True
is a sensory organ,a tongue,'',Is a tongue a sensory organ?,Yes,random,-3.743208646774292,-4.895540237426758,Yes,True
is a shellfish,a scallop,'',Is a scallop a shellfish?,Yes,random,-2.4241890907287598,-5.371617794036865,Yes,True
is a ship,a crossbow,'',Is a crossbow a ship?,No,random,-6.185315132141113,-1.8825801610946655,No,True
is a shoe with wheels,a rollerskate,'',Is a rollerskate a shoe with wheels?,Yes,random,-3.41438627243042,-2.920396089553833,No,False
is a shoe with wheels,a trowel,'',Is a trowel a shoe with wheels?,No,random,-4.590669631958008,-2.34317946434021,No,True
is a small bird,a magpie,'',Is a magpie a small bird?,Yes,random,-5.232940196990967,-3.5586681365966797,No,False
is a small horse,a grasshopper,'',Is a grasshopper a small horse?,No,random,-4.46720027923584,-1.9761673212051392,No,True
is a small knife,a penknife,'',Is a penknife a small knife?,Yes,random,-2.480602502822876,-4.686911582946777,Yes,True
is a small spade,a trowel,'',Is a trowel a small spade?,Yes,random,-4.213676929473877,-3.7336761951446533,No,False
is a snack,a harpsichord,'',Is a harpsichord a snack?,No,random,-5.7154717445373535,-2.5932140350341797,No,True
is a soft drink,lemonade,'',Is lemonade a soft drink?,Yes,random,-4.206623077392578,-3.9502761363983154,No,False
is a spade,a spade,'',Is a spade a spade?,Yes,random,-3.8267781734466553,-4.312119960784912,Yes,True
is a squash,a birch tree,'',Is a birch tree a squash?,No,random,-5.4348649978637695,-1.5465009212493896,No,True
is a squirrel,a chipmunk,'',Is a chipmunk a squirrel?,Yes,random,-4.118690013885498,-2.748188018798828,No,False
is a squirrel,an artichoke,'',Is an artichoke a squirrel?,No,random,-4.716350555419922,-2.218357801437378,No,True
is a status symbol,butter,'',Is butter a status symbol?,No,random,-4.434322357177734,-5.436467170715332,Yes,False
is a stick,a club,'',Is a club a stick?,Yes,random,-3.2476742267608643,-2.9995954036712646,No,False
is a stick,a belt,'',Is a belt a stick?,No,random,-3.998297929763794,-2.249664545059204,No,True
is a stimulant,a violin,'',Is a violin a stimulant?,No,random,-6.1822662353515625,-2.4363298416137695,No,True
is a sword,a machete,'',Is a machete a sword?,Yes,random,-4.964796543121338,-3.2178096771240234,No,False
is a symbol of peace,a dove,'',Is a dove a symbol of peace?,Yes,random,-3.368208646774292,-5.146185874938965,Yes,True
is a symbol of peace,a lizard,'',Is a lizard a symbol of peace?,No,random,-5.61324405670166,-2.982353925704956,No,True
is a symbol of power,a nail,'',Is a nail a symbol of power?,No,random,-4.174990653991699,-4.185315132141113,Yes,False
is a symbol of remembrance,a skirt,'',Is a skirt a symbol of remembrance?,No,random,-4.904881954193115,-2.4059040546417236,No,True
is a symbol of war,a nail,'',Is a nail a symbol of war?,No,random,-4.55787992477417,-2.6710829734802246,No,True
is a symbol of wisdom,an owl,'',Is an owl a symbol of wisdom?,Yes,random,-3.3675637245178223,-5.922430038452148,Yes,True
is a tree,an elm tree,'',Is an elm tree a tree?,Yes,random,-2.887948513031006,-4.343103408813477,Yes,True
is a tube,a hose,'',Is a hose a tube?,Yes,random,-3.2480714321136475,-3.7494804859161377,Yes,True
is a type of ale,beer,'',Is beer a type of ale?,Yes,random,-4.4475626945495605,-4.213350296020508,No,False
is a type of bag,carrot,'',Is carrot a type of bag?,No,random,-6.209863185882568,-2.8895084857940674,No,True
is a type of clothing,a carp,'',Is a carp a type of clothing?,No,random,-6.714542388916016,-2.7182769775390625,No,True
is a type of coat,a parka,'',Is a parka a type of coat?,Yes,random,-3.0954296588897705,-4.996399879455566,Yes,True
is a type of furniture,a dresser,'',Is a dresser a type of furniture?,Yes,random,-3.492820978164673,-6.052118301391602,Yes,True
is a type of jacket,a parka,'',Is a parka a type of jacket?,Yes,random,-3.568216323852539,-4.216631889343262,Yes,True
is a type of mandarin orange,tangerine,'',Is tangerine a type of mandarin orange?,Yes,random,-3.725893497467041,-5.0904717445373535,Yes,True
is a type of sock,a stocking,'',Is a stocking a type of sock?,Yes,random,-2.730602502822876,-4.093061923980713,Yes,True
is a type of spoon,a ladle,'',Is a ladle a type of spoon?,Yes,random,-2.7898385524749756,-3.6081488132476807,Yes,True
is a vulture,a houseboat,'',Is a houseboat a vulture?,No,random,-5.338983535766602,-2.0775632858276367,No,True
is a water bird,a cradle,'',Is a cradle a water bird?,No,random,-5.060315132141113,-2.6872546672821045,No,True
is a weed,a daisy,'',Is a daisy a weed?,Yes,random,-4.745921611785889,-4.123967170715332,No,False
is a wind instrument,an arrow,'',Is an arrow a wind instrument?,No,random,-5.310024261474609,-2.3901875019073486,No,True
is a wine,champagne,'',Is champagne a wine?,Yes,random,-2.47688627243042,-4.8723649978637695,Yes,True
is a zucchini,zucchini,'',Is zucchini a zucchini?,Yes,random,-3.8105714321136475,-4.061588764190674,Yes,True
is about 100 microns thick,a bus,'',Is a bus about 100 microns thick?,No,random,-6.490832328796387,-4.373297691345215,No,True
is addictive,chocolate,'',Is chocolate addictive?,Yes,random,-4.495921611785889,-4.497815132141113,Yes,True
is aerodynamic,a kite,'',Is a kite aerodynamic?,Yes,random,-3.865244150161743,-4.309117794036865,Yes,True
is aged,whiskey,'',Is whiskey aged?,Yes,random,-4.148403167724609,-4.653850555419922,Yes,True
is agile,a panther,'',Is a panther agile?,Yes,random,-3.45159912109375,-3.82785964012146,Yes,True
is aimed at targets,a bow,'',Is a bow aimed at targets?,Yes,random,-5.742393970489502,-4.123673915863037,No,False
is an accessory,a bag,'',Is a bag an accessory?,Yes,random,-3.3864824771881104,-4.530184268951416,Yes,True
is an aircraft,a helicopter,'',Is a helicopter an aircraft?,Yes,random,-4.365832328796387,-6.059117794036865,Yes,True
is an allergen,a satchel,'',Is a satchel an allergen?,No,random,-5.993284702301025,-3.2334775924682617,No,True
is an alternative to showers,a plate,'',Is a plate an alternative to showers?,No,random,-4.522899627685547,-3.2632625102996826,No,True
is an animal,a snail,'',Is a snail an animal?,Yes,random,-3.395202159881592,-4.653356075286865,Yes,True
is an animal,a car,'',Is a car an animal?,No,random,-4.714542388916016,-1.905470371246338,No,True
is an antique,a dresser,'',Is a dresser an antique?,Yes,random,-5.893345832824707,-6.651483535766602,Yes,True
is an aphrodisiac,mushroom,'',Is mushroom an aphrodisiac?,No,random,-5.0876336097717285,-5.090856075286865,Yes,False
is an appliance,a buzzard,'',Is a buzzard an appliance?,No,random,-4.591196060180664,-2.7182769775390625,No,True
is an arachnid,a scorpion,'',Is a scorpion an arachnid?,Yes,random,-3.343090295791626,-2.6070852279663086,No,False
is an electrical appliance,an orange,'',Is an orange an electrical appliance?,No,random,-5.621399879455566,-1.3820970058441162,No,True
is an electronic saw,a chainsaw,'',Is a chainsaw an electronic saw?,Yes,random,-4.36324405670166,-3.3093223571777344,No,False
is an electronic saw,a minnow,'',Is a minnow an electronic saw?,No,random,-6.3072662353515625,-1.81975519657135,No,True
is an emergency vehicle,an ambulance,'',Is an ambulance an emergency vehicle?,Yes,random,-3.3973634243011475,-4.3404717445373535,Yes,True
is an infant,a calf,'',Is a calf an infant?,Yes,random,-5.151483535766602,-2.2806427478790283,No,False
is an infant,a slug,'',Is a slug an infant?,No,random,-5.2473649978637695,-2.249511957168579,No,True
is an insect,a balloon,'',Is a balloon an insect?,No,random,-5.028850555419922,-2.7961761951446533,No,True
is an invertebrate,chocolate,'',Is chocolate an invertebrate?,No,random,-4.98824405670166,-3.122195243835449,No,True
is an old version of a piano,a harpsichord,'',Is a harpsichord an old version of a piano?,Yes,random,-5.734930038452148,-3.872814893722534,No,False
is an old version of a piano,a gong,'',Is a gong an old version of a piano?,No,random,-6.456623077392578,-4.029964923858643,No,True
is an organ,a tongue,'',Is a tongue an organ?,Yes,random,-3.524322271347046,-4.279260158538818,Yes,True
is aquatic,a crab,'',Is a crab aquatic?,Yes,random,-3.1099300384521484,-4.246399879455566,Yes,True
is aquatic,a deckchair,'',Is a deckchair aquatic?,No,random,-4.6867899894714355,-2.9373416900634766,No,True
is attached to a finger,a yoyo,'',Is a yoyo attached to a finger?,Yes,random,-4.588983535766602,-3.5925426483154297,No,False
is attached to a gun,a bayonet,'',Is a bayonet attached to a gun?,Yes,random,-3.8188138008117676,-4.091880798339844,Yes,True
is attached to a gun,a nose,'',Is a nose attached to a gun?,No,random,-4.529131889343262,-3.1715009212493896,No,True
is attached to a string,a lorry,'',Is a lorry attached to a string?,No,random,-7.338676929473877,-4.46786642074585,No,True
is attached to the scalp,an organ,'',Is an organ attached to the scalp?,No,random,-4.769853591918945,-3.512397289276123,No,True
is attached to the skin,a chipmunk,'',Is a chipmunk attached to the skin?,No,random,-4.7777605056762695,-2.905470371246338,No,True
is attached to the wrist,a melon,'',Is a melon attached to the wrist?,No,random,-5.3376336097717285,-3.3429200649261475,No,True
is attracted to light,a moth,'',Is a moth attracted to light?,Yes,random,-2.6989824771881104,-3.7013959884643555,Yes,True
is attracted to sweet things,a walrus,'',Is a walrus attracted to sweet things?,No,random,-4.649322032928467,-4.405249118804932,No,True
is baked in ovens,a cookie,'',Is a cookie baked in ovens?,Yes,random,-5.048336505889893,-3.9325826168060303,No,False
is bell shaped,pear,'',Is pear bell shaped?,Yes,random,-3.2529196739196777,-4.245082378387451,Yes,True
is biblical,a donkey,'',Is a donkey biblical?,Yes,random,-5.048336505889893,-6.927118301391602,Yes,True
is biotic,yoghurt,'',Is yoghurt biotic?,Yes,random,-5.398877143859863,-5.153850555419922,No,False
is blind,a bat,'',Is a bat blind?,Yes,random,-6.146185874938965,-3.7788503170013428,No,False
is blind,a ladybird,'',Is a ladybird blind?,No,random,-6.137529373168945,-3.5119683742523193,No,True
is blocked by nets,a mosquito,'',Is a mosquito blocked by nets?,Yes,random,-4.842809677124023,-3.5464766025543213,No,False
is blocked by nets,a cockerel,'',Is a cockerel blocked by nets?,No,random,-7.433421611785889,-4.186695575714111,No,True
is boiled alive,a lobster,'',Is a lobster boiled alive?,Yes,random,-4.674990653991699,-4.246399879455566,No,False
is boiled alive,a mackerel,'',Is a mackerel boiled alive?,No,random,-5.6068501472473145,-4.99616813659668,No,True
is bought from a butchers,an apricot,'',Is an apricot bought from a butchers?,No,random,-5.896185874938965,-3.0283563137054443,No,True
is bred,a gerbil,'',Is a gerbil bred?,No,random,-5.711822032928467,-3.966195821762085,No,True
is brewed,beer,'',Is beer brewed?,Yes,random,-3.3562464714050293,-2.232699155807495,No,False
is brittle,a finger,'',Is a finger brittle?,Yes,random,-4.8690714836120605,-3.123967170715332,No,False
is brushed,hair,'',Is hair brushed?,Yes,random,-3.6062464714050293,-4.467809677124023,Yes,True
is caught by tickling,a trout,'',Is a trout caught by tickling?,Yes,random,-5.405184268951416,-3.265453815460205,No,False
is caught by tickling,tangerine,'',Is tangerine caught by tickling?,No,random,-5.779600143432617,-4.280517578125,No,True
is chewy,a squid,'',Is a squid chewy?,Yes,random,-5.428885459899902,-4.809695243835449,No,False
is coiled,blueberry,'',Is blueberry coiled?,No,random,-4.265705108642578,-3.7923262119293213,No,True
is cold blooded,a minnow,'',Is a minnow cold blooded?,Yes,random,-4.4976043701171875,-4.333685874938965,No,False
is common in developing countries,a car,'',Is a car common in developing countries?,No,random,-5.07383394241333,-3.637397289276123,No,True
is common in processed food,brandy,'',Is brandy common in processed food?,No,random,-5.263653755187988,-2.7788503170013428,No,True
is common in summer,a dragonfly,'',Is a dragonfly common in summer?,Yes,random,-4.627401828765869,-4.651771545410156,Yes,True
is composed of florets,a trowel,'',Is a trowel composed of florets?,No,random,-5.933421611785889,-2.827404022216797,No,True
is concave in shape,a bowl,'',Is a bowl concave in shape?,Yes,random,-4.164254665374756,-4.807582378387451,Yes,True
is confining,a hutch,'',Is a hutch confining?,Yes,random,-4.964542388916016,-3.4672000408172607,No,False
is conical in shape,a pine tree,'',Is a pine tree conical in shape?,Yes,random,-3.070504665374756,-5.274740695953369,Yes,True
is connected by strings,a bone,'',Is a bone connected by strings?,No,random,-6.150850296020508,-3.0147552490234375,No,True
is connected to muscles,a bone,'',Is a bone connected to muscles?,Yes,random,-3.2738771438598633,-5.840669631958008,Yes,True
is connected to the hip,a leg,'',Is a leg connected to the hip?,Yes,random,-3.215669870376587,-4.843017578125,Yes,True
is construction material,a buggy,'',Is a buggy construction material?,No,random,-5.237490653991699,-4.371399879455566,No,True
is consumed by drinking,a carriage,'',Is a carriage consumed by drinking?,No,random,-6.651483535766602,-3.889807939529419,No,True
is consumed by licking,a balloon,'',Is a balloon consumed by licking?,No,random,-5.2751336097717285,-4.529260158538818,No,True
is consumed to celebrate,a cookie,'',Is a cookie consumed to celebrate?,Yes,random,-6.084863185882568,-3.9658563137054443,No,False
is consumed with tea,a seagull,'',Is a seagull consumed with tea?,No,random,-8.984930038452148,-5.153696060180664,No,True
is controlled,a skateboard,'',Is a skateboard controlled?,No,random,-4.866905212402344,-4.311254501342773,No,True
is controlled by a human,a puppet,'',Is a puppet controlled by a human?,Yes,random,-4.365832328796387,-4.247195243835449,No,False
is controlled by computers,a fork,'',Is a fork controlled by computers?,No,random,-5.368690013885498,-3.9987542629241943,No,True
is cooked in water,a heron,'',Is a heron cooked in water?,No,random,-5.648877143859863,-5.028995513916016,No,True
is cruel,a catapult,'',Is a catapult cruel?,No,random,-5.341350555419922,-3.3432140350341797,No,True
is crystalline,a heron,'',Is a heron crystalline?,No,random,-5.184695243835449,-2.57785964012146,No,True
is cuboid in shape,yoghurt,'',Is yoghurt cuboid in shape?,No,random,-5.353147506713867,-3.7447662353515625,No,True
is curved in shape,banana,'',Is banana curved in shape?,Yes,random,-4.674912929534912,-4.76133394241333,Yes,True
is cut into rings,a tugboat,'',Is a tugboat cut into rings?,No,random,-5.779260158538818,-2.90567946434021,No,True
