property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
has small front wheels,a tractor,'',Does a tractor have small front wheels?,Yes,random,-4.617853164672852,-6.808159351348877,Yes,True
has small front wheels,a pelican,'',Does a pelican have small front wheels?,No,random,-5.343017578125,-5.655962944030762,Yes,False
has small holes,an oyster,'',Does an oyster have small holes?,No,random,-4.216631889343262,-7.216760158538818,Yes,False
has small paws,a finger,'',Does a finger have small paws?,No,random,-3.8101742267608643,-5.311088562011719,Yes,False
has small petals,a hyacinth,'',Does a hyacinth have small petals?,Yes,random,-5.561744213104248,-9.437041282653809,Yes,True
has small petals,a camel,'',Does a camel have small petals?,No,random,-5.684117794036865,-4.873673915863037,No,True
has small seeds,kiwi,'',Does kiwi have small seeds?,Yes,random,-3.513110399246216,-7.246399879455566,Yes,True
has small seeds,a cat,'',Does a cat have small seeds?,No,random,-6.279260158538818,-5.529964923858643,No,True
has soft meat,an organ,'',Does an organ have soft meat?,No,random,-5.398403167724609,-5.833685874938965,Yes,False
has soft wood,a willow tree,'',Does a willow tree have soft wood?,Yes,random,-3.5922937393188477,-7.905309677124023,Yes,True
has soft wool,a llama,'',Does a llama have soft wool?,Yes,random,-2.8877761363983154,-7.403995513916016,Yes,True
has soft wool,a willow tree,'',Does a willow tree have soft wool?,No,random,-4.467464923858643,-6.030184268951416,Yes,False
has spiked feet,a cockerel,'',Does a cockerel have spiked feet?,Yes,random,-4.842970371246338,-3.983863592147827,No,False
has spiked feet,a heron,'',Does a heron have spiked feet?,No,random,-3.9053096771240234,-4.65536642074585,Yes,False
has spirals,a french horn,'',Does a french horn have spirals?,Yes,random,-4.499088764190674,-10.186911582946777,Yes,True
has stitching,a bullet,'',Does a bullet have stitching?,No,random,-4.025850296020508,-3.1520423889160156,No,True
has strong jaws,a crocodile,'',Does a crocodile have strong jaws?,Yes,random,-1.8991031646728516,-6.587240695953369,Yes,True
has strong legs,cabbage,'',Does cabbage have strong legs?,No,random,-5.152535915374756,-4.154380798339844,No,True
has strong muscles,a swan,'',Does a swan have strong muscles?,No,random,-5.249411582946777,-9.312143325805664,Yes,False
has strong teeth,a beaver,'',Does a beaver have strong teeth?,Yes,random,-3.5588998794555664,-7.935571193695068,Yes,True
has structure,a slug,'',Does a slug have structure?,No,random,-2.767519235610962,-5.2666401863098145,Yes,False
has suckers,an octopus,'',Does an octopus have suckers?,Yes,random,-1.849177598953247,-4.853147506713867,Yes,True
has tannins,wine,'',Does wine have tannins?,Yes,random,-2.314605712890625,-5.801452159881592,Yes,True
has tastebuds,a cockerel,'',Does a cockerel have tastebuds?,No,random,-2.900503158569336,-5.526771545410156,Yes,False
has technology,a pajama,'',Does a pajama have technology?,No,random,-3.0637402534484863,-4.203205108642578,Yes,False
has temperature controls,a cymbal,'',Does a cymbal have temperature controls?,No,random,-5.153696060180664,-3.4831488132476807,No,True
has tentacles,a slug,'',Does a slug have tentacles?,Yes,random,-3.2495415210723877,-5.562254428863525,Yes,True
has thick scales,an alligator,'',Does an alligator have thick scales?,Yes,random,-3.7025632858276367,-9.124446868896484,Yes,True
has thick scales,a bone,'',Does a bone have thick scales?,No,random,-6.686088562011719,-4.624332904815674,No,True
has thin leaves,a parakeet,'',Does a parakeet have thin leaves?,No,random,-5.812164783477783,-6.249820709228516,Yes,False
has thin petals,a rocket,'',Does a rocket have thin petals?,No,random,-5.026176929473877,-4.715856075286865,No,True
has thin stems,a kangaroo,'',Does a kangaroo have thin stems?,No,random,-5.593103408813477,-5.2182769775390625,No,True
has three keys,a sparrow,'',Does a sparrow have three keys?,No,random,-3.9961681365966797,-4.060024261474609,Yes,False
has three major bones,an arm,'',Does an arm have three major bones?,Yes,random,-3.185688018798828,-5.624088764190674,Yes,True
has thrusters,a rocket,'',Does a rocket have thrusters?,Yes,random,-2.584582567214966,-3.7126338481903076,Yes,True
has tires,a unicycle,'',Does a unicycle have tires?,Yes,random,-2.5833680629730225,-7.150850296020508,Yes,True
has toes,a monkey,'',Does a monkey have toes?,Yes,random,-1.720503330230713,-4.858965873718262,Yes,True
has transistors,a radio,'',Does a radio have transistors?,Yes,random,-2.529003858566284,-6.42418909072876,Yes,True
has transistors,a goldfish,'',Does a goldfish have transistors?,No,random,-6.340856075286865,-5.46754264831543,No,True
has tubes,a car,'',Does a car have tubes?,No,random,-2.8897454738616943,-4.69883394241333,Yes,False
has tusks,an elephant,'',Does an elephant have tusks?,Yes,random,-1.7042902708053589,-4.260858535766602,Yes,True
has twigs,a ladle,'',Does a ladle have twigs?,No,random,-5.371617794036865,-5.748188018798828,Yes,False
has two arm rests,a rocking chair,'',Does a rocking chair have two arm rests?,Yes,random,-3.3740296363830566,-6.686946868896484,Yes,True
has two atria,a heart,'',Does a heart have two atria?,Yes,random,-2.944098949432373,-5.775503158569336,Yes,True
has two blades,an axe,'',Does an axe have two blades?,Yes,random,-2.572103261947632,-5.05787992477417,Yes,True
has two eyes,a bagpipe,'',Does a bagpipe have two eyes?,No,random,-5.061873435974121,-5.437238693237305,Yes,False
has two legs,a fir tree,'',Does a fir tree have two legs?,No,random,-5.116385459899902,-3.231435775756836,No,True
has two lines,a rocking chair,'',Does a rocking chair have two lines?,No,random,-3.089796781539917,-6.027535915374756,Yes,False
has two or more slots,a toaster,'',Does a toaster have two or more slots?,Yes,random,-2.1682183742523193,-6.279260158538818,Yes,True
has two shells,a scallop,'',Does a scallop have two shells?,Yes,random,-1.1753803491592407,-6.558421611785889,Yes,True
has two shells,a goat,'',Does a goat have two shells?,No,random,-5.933159351348877,-4.435688018798828,No,True
has two ventricles,a dolphin,'',Does a dolphin have two ventricles?,No,random,-3.919976234436035,-6.030419826507568,Yes,False
has two wheels,a wheelbarrow,'',Does a wheelbarrow have two wheels?,Yes,random,-2.4328982830047607,-4.3291401863098145,Yes,True
has underwire,a bra,'',Does a bra have underwire?,Yes,random,-3.2204296588897705,-4.303332328796387,Yes,True
has underwire,a lobster,'',Does a lobster have underwire?,No,random,-5.464542388916016,-3.653695821762085,No,True
has velcro,a wetsuit,'',Does a wetsuit have velcro?,Yes,random,-2.694375514984131,-4.056929588317871,Yes,True
has ventricles,a heart,'',Does a heart have ventricles?,Yes,random,-3.5423262119293213,-6.7473649978637695,Yes,True
has ventricles,an ox,'',Does an ox have ventricles?,No,random,-3.7480714321136475,-7.809695243835449,Yes,False
has volume control,a television,'',Does a television have volume control?,Yes,random,-2.314605712890625,-5.865832328796387,Yes,True
has waxy skin,a nail,'',Does a nail have waxy skin?,No,random,-5.8738298416137695,-4.686911582946777,No,True
has weapons,a tank,'',Does a tank have weapons?,Yes,random,-2.6673262119293213,-6.6501336097717285,Yes,True
has weapons,a pine tree,'',Does a pine tree have weapons?,No,random,-3.589796781539917,-5.2152605056762695,Yes,False
has webbed feet,a turtle,'',Does a turtle have webbed feet?,No,random,-3.8726742267608643,-3.0615885257720947,No,True
has white speckles,a bagpipe,'',Does a bagpipe have white speckles?,No,random,-6.343103408813477,-6.155996799468994,No,True
has white stripes,a satchel,'',Does a satchel have white stripes?,No,random,-5.405309677124023,-5.5309247970581055,Yes,False
has wind blowing through it,a willow tree,'',Does a willow tree have wind blowing through it?,Yes,random,-5.935797691345215,-7.998754501342773,Yes,True
has windows,a leotard,'',Does a leotard have windows?,No,random,-4.678885459899902,-3.947467088699341,No,True
has wings,a seagull,'',Does a seagull have wings?,Yes,random,-1.177118182182312,-6.05074405670166,Yes,True
has wings,a bolt,'',Does a bolt have wings?,No,random,-3.4214658737182617,-3.2366890907287598,No,True
has wipers,a car,'',Does a car have wipers?,Yes,random,-2.087857723236084,-4.601754665374756,Yes,True
has wire loops,a dolphin,'',Does a dolphin have wire loops?,No,random,-5.30866813659668,-4.684695243835449,No,True
has yellow eyes,an alligator,'',Does an alligator have yellow eyes?,Yes,random,-3.8538906574249268,-4.402042388916016,Yes,True
has yellow eyes,wine,'',Does wine have yellow eyes?,No,random,-4.395540237426758,-5.270540237426758,Yes,False
has yellow flesh,a taxi,'',Does a taxi have yellow flesh?,No,random,-5.62201452255249,-5.998588562011719,Yes,False
hatches from a chrysalis,a shawl,'',Does a shawl hatche from a chrysalis?,No,random,-4.52970027923584,-5.65536642074585,Yes,False
hears through its legs,a spade,'',Does a spade hear through its legs?,No,random,-5.3556904792785645,-5.05074405670166,No,True
holds the body,a bus,'',Does a bus hold the body?,No,random,-2.927744150161743,-4.364618301391602,Yes,False
hunts gazelles and antelopes,a tiger,'',Does a tiger hunt gazelles and antelopes?,Yes,random,-2.2943501472473145,-5.420440196990967,Yes,True
hunts in packs,a wolf,'',Does a wolf hunt in packs?,Yes,random,-3.5842928886413574,-7.583685874938965,Yes,True
hunts seals,a tray,'',Does a tray hunt seals?,No,random,-4.584863185882568,-4.962240695953369,Yes,False
is a baby cow,a daffodil,'',Is a daffodil a baby cow?,No,random,-5.78004264831543,-3.530881643295288,No,True
is a baby sheep,a spirit level,'',Is a spirit level a baby sheep?,No,random,-4.874088764190674,-4.374619960784912,No,True
is a ball,a ball,'',Is a ball a ball?,Yes,random,-4.1822662353515625,-5.179893970489502,Yes,True
is a big boat,a ship,'',Is a ship a big boat?,Yes,random,-2.1397454738616943,-4.425750732421875,Yes,True
is a big seed,a turtle,'',Is a turtle a big seed?,No,random,-6.373673915863037,-4.874512195587158,No,True
is a big spider,a cupboard,'',Is a cupboard a big spider?,No,random,-3.5444376468658447,-3.2322237491607666,No,True
is a big spoon,a ladle,'',Is a ladle a big spoon?,Yes,random,-1.1163854598999023,-6.180353164672852,Yes,True
is a bike,a unicycle,'',Is a unicycle a bike?,Yes,random,-2.806190252304077,-2.8713998794555664,Yes,True
is a bike,pineapple,'',Is pineapple a bike?,No,random,-5.177046775817871,-1.3132283687591553,No,True
is a bivalve,a wheelchair,'',Is a wheelchair a bivalve?,No,random,-6.311911582946777,-3.2342679500579834,No,True
is a canal boat,a houseboat,'',Is a houseboat a canal boat?,Yes,random,-3.0795865058898926,-3.833685874938965,Yes,True
is a canal boat,an owl,'',Is an owl a canal boat?,No,random,-5.275850296020508,-3.402296781539917,No,True
is a cephalopod,an octopus,'',Is an octopus a cephalopod?,Yes,random,-1.691202163696289,-6.370921611785889,Yes,True
is a chair with wheels,a wheelchair,'',Is a wheelchair a chair with wheels?,Yes,random,-1.7624964714050293,-6.466350555419922,Yes,True
is a citrus fruit,peach,'',Is peach a citrus fruit?,No,random,-4.809322357177734,-1.6859009265899658,No,True
is a clam,a mussel,'',Is a mussel a clam?,Yes,random,-3.656569480895996,-1.7271159887313843,No,False
is a companion for humans,a dog,'',Is a dog a companion for humans?,Yes,random,-1.3716785907745361,-7.1693501472473145,Yes,True
is a condiment,butter,'',Is butter a condiment?,Yes,random,-2.3435873985290527,-5.0443501472473145,Yes,True
is a cooking utensil,a spatula,'',Is a spatula a cooking utensil?,Yes,random,-1.480483055114746,-6.4652605056762695,Yes,True
is a cooking utensil,a shovel,'',Is a shovel a cooking utensil?,No,random,-4.530184268951416,-2.9839766025543213,No,True
is a delicacy,a lobster,'',Is a lobster a delicacy?,Yes,random,-3.744429588317871,-6.432582378387451,Yes,True
is a digit,a thumb,'',Is a thumb a digit?,Yes,random,-1.3656967878341675,-5.810997486114502,Yes,True
is a dress,a dress,'',Is a dress a dress?,Yes,random,-3.696716070175171,-4.674990653991699,Yes,True
is a dress,a sledge,'',Is a sledge a dress?,No,random,-3.9658563137054443,-2.591993808746338,No,True
is a dried grape,a horse,'',Is a horse a dried grape?,No,random,-5.369429588317871,-2.8869683742523193,No,True
is a dried plum,an onion,'',Is an onion a dried plum?,No,random,-5.215856075286865,-3.9038503170013428,No,True
is a drink,beer,'',Is beer a drink?,Yes,random,-2.5226354598999023,-4.584292888641357,Yes,True
is a fashion accessory,a cap,'',Is a cap a fashion accessory?,Yes,random,-2.264807939529419,-6.874088764190674,Yes,True
is a firework,a toaster,'',Is a toaster a firework?,No,random,-5.310571193695068,-2.9370415210723877,No,True
is a fish,a bear,'',Is a bear a fish?,No,random,-5.206623077392578,-1.1606541872024536,No,True
is a flatfish,a flounder,'',Is a flounder a flatfish?,Yes,random,-2.3252761363983154,-6.591993808746338,Yes,True
is a flatfish,a woodpecker,'',Is a woodpecker a flatfish?,No,random,-5.467970371246338,-3.8434805870056152,No,True
is a flowering plant,rhubarb,'',Is rhubarb a flowering plant?,No,random,-3.0428595542907715,-8.745658874511719,Yes,False
is a flying rodent,a bat,'',Is a bat a flying rodent?,Yes,random,-2.7281627655029297,-3.1045336723327637,Yes,True
is a flying rodent,a duck,'',Is a duck a flying rodent?,No,random,-5.183899879455566,-2.9509055614471436,No,True
is a fruit,a bomb,'',Is a bomb a fruit?,No,random,-4.559695243835449,-2.731780767440796,No,True
is a fungus,mushroom,'',Is mushroom a fungus?,Yes,random,-1.4762769937515259,-6.095249652862549,Yes,True
is a garden tool,a hoe,'',Is a hoe a garden tool?,Yes,random,-2.4194376468658447,-6.21720027923584,Yes,True
is a garnish,parsley,'',Is parsley a garnish?,Yes,random,-2.0208680629730225,-5.6416401863098145,Yes,True
is a gastropod,a snail,'',Is a snail a gastropod?,Yes,random,-1.8626030683517456,-6.747195243835449,Yes,True
is a glove,a heron,'',Is a heron a glove?,No,random,-4.341631889343262,-3.6388959884643555,No,True
is a grain,a frog,'',Is a frog a grain?,No,random,-5.340856075286865,-3.966993808746338,No,True
is a grape,sultana,'',Is sultana a grape?,Yes,random,-1.6794053316116333,-4.931190013885498,Yes,True
is a herbivore,a lamb,'',Is a lamb a herbivore?,Yes,random,-3.6218223571777344,-7.185797691345215,Yes,True
is a herbivore,a lip,'',Is a lip a herbivore?,No,random,-5.373673915863037,-6.561695575714111,Yes,False
is a horse,an orchid,'',Is an orchid a horse?,No,random,-5.184695243835449,-2.3886661529541016,No,True
is a household item,a whisk,'',Is a whisk a household item?,Yes,random,-2.4674649238586426,-7.717684268951416,Yes,True
is a kitchen utensil,a harmonica,'',Is a harmonica a kitchen utensil?,No,random,-5.312012195587158,-3.6873204708099365,No,True
is a large cat,a hyena,'',Is a hyena a large cat?,Yes,random,-4.310997486114502,-3.624244213104248,No,False
is a large deer,a moose,'',Is a moose a large deer?,Yes,random,-2.5744683742523193,-5.8729472160339355,Yes,True
is a large vehicle,a knicker,'',Is a knicker a large vehicle?,No,random,-5.843332767486572,-4.21861457824707,No,True
is a larva,a caterpillar,'',Is a caterpillar a larva?,Yes,random,-2.056929588317871,-5.74537992477417,Yes,True
is a larva,a chipmunk,'',Is a chipmunk a larva?,No,random,-6.155980587005615,-4.718706130981445,No,True
is a limb,a leg,'',Is a leg a limb?,Yes,random,-2.086143970489502,-5.396792888641357,Yes,True
